race_code,branch,dedicated_model,agreement_status,score_source,dedicated_score,entry_gate,S67_buy,v148_status,settled,hit,invest,return,points,payout100,actual_combo
202608210205,4カド,4カドまくり,ENTRY_FAIL,v91_CORR20,49.638,0,0,SETTLED,1,0,700,0,7,11990,6-3-4
202608210208,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210209,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210301,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210302,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210303,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210305,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210306,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210307,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210403,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210405,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210406,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210407,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210409,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210603,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210605,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210701,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608210702,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211502,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211503,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211504,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211601,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,21.9431,1,0,SETTLED,1,0,700,0,7,13840,1-2-5
202608211603,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211608,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211902,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211903,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608211904,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608212106,5頭,5頭展開,ELIGIBLE_SCORE,v90,73.8869,1,1,SETTLED,1,0,600,0,6,14490,3-6-5
202608212107,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608212111,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608212112,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608212402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608212406,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608212409,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,SETTLED,1,0,600,0,6,1700,3-4-2
202608220201,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220202,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220203,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220204,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220206,5頭,5頭展開,ELIGIBLE_SCORE,v90,67.5229,1,1,SETTLED,1,0,600,0,6,930,4-5-6
202608220210,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220302,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220303,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220304,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220306,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220404,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,86.2669,1,1,SETTLED,1,0,700,0,7,1740,1-6-4
202608220405,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220407,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220408,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220601,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220606,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220701,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220702,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220703,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220704,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220705,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608220807,5頭,5頭展開,ENTRY_FAIL,v90,45.7531,0,0,SETTLED,1,0,600,0,6,15250,1-3-4
202608221602,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608221904,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222002,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222106,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222107,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222108,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222202,3まくり,3まくり,ELIGIBLE_SCORE,v90,67.5543,1,1,SETTLED,1,0,600,0,6,5190,3-2-5
202608222206,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222207,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222304,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222306,5頭,5頭展開,ELIGIBLE_SCORE,v90,61.0829,1,0,SETTLED,1,0,600,0,6,1760,4-1-2
202608222309,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222401,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608222402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230201,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230202,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230204,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230206,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230301,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230302,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230308,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230401,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230403,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230404,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230405,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,62.0859,1,0,SETTLED,1,0,700,0,7,2990,2-5-4
202608230406,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230407,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230408,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230601,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230603,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230607,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230610,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230702,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230703,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230704,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230708,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230712,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608230803,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608231602,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608231606,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608231807,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608231903,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232001,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232004,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232108,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232203,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232204,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232205,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232206,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232208,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608232307,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240301,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240303,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240304,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240306,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240308,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240603,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240607,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240609,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240702,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240704,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240705,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608240706,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,71.4022,1,1,SETTLED,1,0,700,0,7,1270,4-5-6
202608240709,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608241006,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608241501,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608241502,5頭,5頭展開,ELIGIBLE_SCORE,v90,40.9553,1,0,SETTLED,1,0,600,0,6,4930,4-1-6
202608241503,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608241505,5頭,5頭展開,ELIGIBLE_SCORE,v90,63.6023,1,0,SETTLED,1,0,600,0,6,3080,1-2-4
202608241808,4カド,4カドまくり,ENTRY_FAIL,v91_CORR20,76.3349,0,0,SETTLED,1,0,700,0,7,5290,4-6-5
202608241809,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608241810,3まくり,3まくり,ELIGIBLE_SCORE,v90,68.6513,1,1,SETTLED,1,0,600,0,6,3590,3-1-2
202608241811,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608241906,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242003,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242004,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242006,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242106,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242107,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242108,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242109,5頭,5頭展開,ELIGIBLE_SCORE,v90,55.4504,1,0,SETTLED,1,0,600,0,6,1520,1-3-5
202608242202,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242203,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242206,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608242207,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250301,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250302,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250304,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250306,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250606,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250607,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250904,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608250906,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251006,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251007,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251008,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251009,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251010,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251011,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251307,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251503,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251509,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251704,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251706,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608251805,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252001,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252002,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252107,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252108,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252110,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252202,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252203,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252204,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252205,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252207,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252208,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608252209,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260301,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260302,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260304,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260305,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260309,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260311,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260606,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,SETTLED,1,0,600,0,6,1290,1-3-4
202608260607,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260611,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608260902,4カド,4カドまくり,ENTRY_FAIL,v91_CORR20,27.139,0,0,SETTLED,1,0,700,0,7,2220,1-6-2
202608260904,3まくり差し,3まくり差し,ELIGIBLE_SCORE,v90,91.1528,1,1,SETTLED,1,0,600,0,6,4720,3-4-2
202608260905,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,81.2268,1,1,SETTLED,1,1,700,3890,7,3890,4-6-3
202608260907,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261006,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261010,4カド,4カドまくり,ELIGIBLE_SCORE,v91_CORR20,54.9371,1,0,SETTLED,1,0,700,0,7,19890,4-1-3
202608261011,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261301,3まくり,3まくり,ELIGIBLE_SCORE,v90,75.39,1,1,SETTLED,1,0,600,0,6,7690,2-1-3
202608261307,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261402,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261409,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261501,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261503,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261504,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261706,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608261810,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608262201,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270404,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270405,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270410,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270701,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270702,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270703,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270904,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270906,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608270908,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271007,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271008,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271009,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271010,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271101,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271103,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271105,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271107,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271108,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271301,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271303,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271405,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271406,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271407,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271409,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271410,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271502,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271507,5頭,5頭展開,ELIGIBLE_SCORE,v90,46.2266,1,0,SETTLED,1,0,600,0,6,14960,4-2-3
202608271702,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271703,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271706,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271707,3まくり差し,3まくり差し,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608271709,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608272206,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280401,4カド,4カドまくり,ENTRY_FAIL,v91_CORR20,87.0416,0,0,SETTLED,1,0,700,0,7,1110,2-1-4
202608280404,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280405,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280406,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280703,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280704,3まくり,3まくり,NO_DEDICATED_CANDIDATE,,,0,0,SETTLED,1,0,600,0,6,2900,1-6-3
202608280903,5頭,5頭展開,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280906,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
202608280907,4カド,4カドまくり,NO_DEDICATED_CANDIDATE,,,0,0,NO_SOURCE,0,,,,,,
