rule,date,month,race_code,venue,race,p109,head_hit,rank_l50,actual_combo,payout100
P75-center,2026-05-11,2026-05,202605112408,24,08R,0.76903221,1,5,1-6-4,2830
P75-center,2026-05-12,2026-05,202605121404,14,04R,0.77460961,1,11,1-5-3,3610
P75-center,2026-05-12,2026-05,202605121804,18,04R,0.7739593,1,2,1-3-2,560
P75-center,2026-05-12,2026-05,202605120901,09,01R,0.77294291,1,2,1-2-3,450
P75-center,2026-05-12,2026-05,202605120711,07,11R,0.77781061,0,0,3-1-2,12480
P75-center,2026-05-12,2026-05,202605122301,23,01R,0.77880926,1,3,1-6-4,2600
P75-center,2026-05-13,2026-05,202605131601,16,01R,0.77949315,1,12,1-4-6,4150
P75-center,2026-05-13,2026-05,202605130810,08,10R,0.76744568,1,6,1-2-4,3510
P75-center,2026-05-13,2026-05,202605130411,04,11R,0.78481928,1,17,1-3-4,1930
P75-center,2026-05-13,2026-05,202605131908,19,08R,0.78575734,1,7,1-2-5,1070
P75-center,2026-05-13,2026-05,202605130812,08,12R,0.76417906,1,1,1-2-4,450
P75-center,2026-05-14,2026-05,202605141109,11,09R,0.7756016,1,2,1-4-2,610
P75-center,2026-05-14,2026-05,202605141802,18,02R,0.77433694,1,12,1-3-5,890
P75-center,2026-05-14,2026-05,202605140810,08,10R,0.76930514,1,2,1-2-3,370
P75-center,2026-05-14,2026-05,202605141610,16,10R,0.78166078,1,6,1-2-6,1170
P75-center,2026-05-14,2026-05,202605140911,09,11R,0.76327091,1,1,1-3-2,560
P75-center,2026-05-15,2026-05,202605152009,20,09R,0.77606364,1,18,1-5-4,3240
P75-center,2026-05-15,2026-05,202605152010,20,10R,0.77623327,1,3,1-5-3,2140
P75-center,2026-05-15,2026-05,202605150808,08,08R,0.77125374,0,0,4-5-6,61110
P75-center,2026-05-15,2026-05,202605150311,03,11R,0.78339673,1,17,1-2-4,1520
P75-center,2026-05-15,2026-05,202605151003,10,03R,0.76491148,0,0,5-3-1,5870
P75-center,2026-05-16,2026-05,202605160610,06,10R,0.77257799,0,0,2-5-1,7860
P75-center,2026-05-16,2026-05,202605162103,21,03R,0.76880273,0,0,3-5-2,17400
P75-center,2026-05-16,2026-05,202605161401,14,01R,0.76838592,0,0,3-1-4,3450
P75-center,2026-05-16,2026-05,202605161904,19,04R,0.78218652,0,0,4-1-2,1730
P75-center,2026-05-16,2026-05,202605162107,21,07R,0.79006866,0,0,4-5-1,17860
P75-center,2026-05-17,2026-05,202605171905,19,05R,0.7827563,1,15,1-6-5,12960
P75-center,2026-05-17,2026-05,202605170701,07,01R,0.78698065,0,0,3-2-1,5540
P75-center,2026-05-17,2026-05,202605170209,02,09R,0.76079571,0,0,2-3-4,18470
P75-center,2026-05-17,2026-05,202605171909,19,09R,0.78942349,1,14,1-6-3,11690
P75-center,2026-05-17,2026-05,202605172106,21,06R,0.7914249,0,0,4-3-5,6720
P75-center,2026-05-18,2026-05,202605181812,18,12R,0.77529133,1,5,1-4-2,910
P75-center,2026-05-18,2026-05,202605181811,18,11R,0.7743619,1,12,1-4-2,3240
P75-center,2026-05-18,2026-05,202605181705,17,05R,0.77648334,1,9,1-4-5,1700
P75-center,2026-05-18,2026-05,202605181712,17,12R,0.77774805,1,5,1-3-2,880
P75-center,2026-05-18,2026-05,202605182111,21,11R,0.77852135,1,5,1-2-3,1440
P75-center,2026-05-19,2026-05,202605190612,06,12R,0.7800049,1,10,1-3-4,1480
P75-center,2026-05-19,2026-05,202605191601,16,01R,0.76909616,0,0,5-1-6,16380
P75-center,2026-05-19,2026-05,202605191707,17,07R,0.78150848,1,5,1-3-2,1020
P75-center,2026-05-19,2026-05,202605191608,16,08R,0.76411402,0,0,3-6-1,13800
P75-center,2026-05-19,2026-05,202605190611,06,11R,0.787308,1,1,1-2-3,380
P75-center,2026-05-20,2026-05,202605201510,15,10R,0.76855009,1,1,1-2-5,630
P75-center,2026-05-20,2026-05,202605202001,20,01R,0.76294812,0,0,2-6-4,75890
P75-center,2026-05-20,2026-05,202605202107,21,07R,0.78784307,0,0,4-1-6,10200
P75-center,2026-05-20,2026-05,202605202111,21,11R,0.75907937,1,2,1-3-2,1090
P75-center,2026-05-20,2026-05,202605201712,17,12R,0.75812075,1,5,1-2-3,650
P75-center,2026-05-21,2026-05,202605211801,18,01R,0.77334362,0,0,3-6-1,4400
P75-center,2026-05-21,2026-05,202605211712,17,12R,0.77135792,1,6,1-2-6,2010
P75-center,2026-05-21,2026-05,202605210801,08,01R,0.78728381,1,5,1-2-5,830
P75-center,2026-05-21,2026-05,202605211110,11,10R,0.76183839,1,4,1-3-4,920
P75-center,2026-05-21,2026-05,202605210912,09,12R,0.76023959,0,0,3-1-2,1540
P75-center,2026-05-22,2026-05,202605220812,08,12R,0.77828993,1,8,1-5-6,6360
P75-center,2026-05-22,2026-05,202605221801,18,01R,0.77126524,1,1,1-2-5,530
P75-center,2026-05-22,2026-05,202605220511,05,11R,0.77048221,1,5,1-2-3,780
P75-center,2026-05-22,2026-05,202605221610,16,10R,0.76897334,1,12,1-5-2,5440
P75-center,2026-05-22,2026-05,202605221809,18,09R,0.76042603,1,3,1-4-2,790
P75-center,2026-05-23,2026-05,202605230107,01,07R,0.77474752,1,3,1-3-4,280
P75-center,2026-05-23,2026-05,202605230509,05,09R,0.77961044,1,9,1-2-6,840
P75-center,2026-05-23,2026-05,202605231510,15,10R,0.78201866,1,5,1-2-5,1880
P75-center,2026-05-23,2026-05,202605230111,01,11R,0.76585692,0,0,2-5-3,54160
P75-center,2026-05-23,2026-05,202605232305,23,05R,0.76104983,1,10,1-2-3,1430
P75-center,2026-05-24,2026-05,202605241903,19,03R,0.77148584,1,7,1-6-5,5060
P75-center,2026-05-24,2026-05,202605242311,23,11R,0.77076343,1,8,1-6-5,7530
P75-center,2026-05-24,2026-05,202605242103,21,03R,0.77027351,1,1,1-2-3,470
P75-center,2026-05-24,2026-05,202605240910,09,10R,0.76745858,1,15,1-3-4,3770
P75-center,2026-05-24,2026-05,202605241310,13,10R,0.78294698,1,3,1-3-4,1320
P75-center,2026-05-25,2026-05,202605250710,07,10R,0.77532803,1,19,1-3-5,1420
P75-center,2026-05-25,2026-05,202605252310,23,10R,0.77105236,1,3,1-2-3,540
P75-center,2026-05-25,2026-05,202605251705,17,05R,0.77102136,1,9,1-2-5,2370
P75-center,2026-05-25,2026-05,202605251312,13,12R,0.78484034,0,0,3-4-1,8690
P75-center,2026-05-25,2026-05,202605252303,23,03R,0.76302552,1,4,1-3-4,910
P75-center,2026-05-26,2026-05,202605261205,12,05R,0.77330515,1,6,1-3-4,580
P75-center,2026-05-26,2026-05,202605261307,13,07R,0.7839258,0,0,3-2-1,13360
P75-center,2026-05-26,2026-05,202605262305,23,05R,0.78512242,0,0,6-1-2,5770
P75-center,2026-05-26,2026-05,202605262104,21,04R,0.76282635,1,4,1-5-3,1200
P75-center,2026-05-26,2026-05,202605260601,06,01R,0.75925298,1,8,1-6-2,1850
P75-center,2026-05-27,2026-05,202605271801,18,01R,0.77698707,1,9,1-2-3,700
P75-center,2026-05-27,2026-05,202605271212,12,12R,0.78324902,1,8,1-3-5,1720
P75-center,2026-05-27,2026-05,202605272408,24,08R,0.78345021,1,1,1-5-4,740
P75-center,2026-05-27,2026-05,202605271311,13,11R,0.79015768,1,17,1-6-3,2300
P75-center,2026-05-27,2026-05,202605270606,06,06R,0.75878072,1,10,1-5-6,2310
P75-center,2026-05-28,2026-05,202605280812,08,12R,0.77989539,1,1,1-5-3,850
P75-center,2026-05-28,2026-05,202605280311,03,11R,0.76822513,0,0,3-1-4,8170
P75-center,2026-05-28,2026-05,202605280304,03,04R,0.76733194,1,2,1-2-3,470
P75-center,2026-05-28,2026-05,202605280711,07,11R,0.78657377,1,9,1-4-5,1220
P75-center,2026-05-28,2026-05,202605280712,07,12R,0.78661091,1,1,1-4-6,1160
P75-center,2026-05-29,2026-05,202605291709,17,09R,0.77570988,0,0,3-1-2,3190
P75-center,2026-05-29,2026-05,202605291812,18,12R,0.77399146,1,2,1-2-3,500
P75-center,2026-05-29,2026-05,202605291710,17,10R,0.7763413,1,13,1-5-2,4630
P75-center,2026-05-29,2026-05,202605290812,08,12R,0.77787379,0,0,4-1-5,2950
P75-center,2026-05-29,2026-05,202605291802,18,02R,0.77210138,1,15,1-4-3,2560
P75-center,2026-05-30,2026-05,202605301708,17,08R,0.77312336,1,2,1-4-2,1720
P75-center,2026-05-30,2026-05,202605300601,06,01R,0.77810983,1,6,1-3-5,950
P75-center,2026-05-30,2026-05,202605300806,08,06R,0.77011996,1,1,1-6-4,710
P75-center,2026-05-30,2026-05,202605300810,08,10R,0.78045329,1,1,1-4-6,1010
P75-center,2026-05-30,2026-05,202605300609,06,09R,0.76322476,1,6,1-6-5,5050
P75-center,2026-05-31,2026-05,202605311809,18,09R,0.76631503,0,0,6-3-1,49930
P75-center,2026-05-31,2026-05,202605310911,09,11R,0.78546363,0,0,4-1-5,2740
P75-center,2026-05-31,2026-05,202605310511,05,11R,0.78577845,1,4,1-3-6,4580
P75-center,2026-05-31,2026-05,202605311212,12,12R,0.78594597,1,1,1-5-3,1510
P75-center,2026-05-31,2026-05,202605310806,08,06R,0.78663757,1,9,1-4-6,1140
P75-center,2026-06-01,2026-06,202606011312,13,12R,0.77026518,0,0,4-3-6,13120
P75-center,2026-06-01,2026-06,202606010110,01,10R,0.76841471,1,15,1-2-5,1830
P75-center,2026-06-01,2026-06,202606010905,09,05R,0.78565899,1,16,1-6-3,20890
P75-center,2026-06-01,2026-06,202606010511,05,11R,0.76334887,0,0,4-1-3,34300
P75-center,2026-06-01,2026-06,202606011111,11,11R,0.78799172,0,0,2-1-5,17790
P75-center,2026-06-02,2026-06,202606020509,05,09R,0.77528361,1,8,1-3-2,800
P75-center,2026-06-02,2026-06,202606021407,14,07R,0.77453296,1,8,1-4-2,1020
P75-center,2026-06-02,2026-06,202606022010,20,10R,0.76956966,0,0,2-1-4,1020
P75-center,2026-06-02,2026-06,202606021001,10,01R,0.76865484,1,4,1-2-4,620
P75-center,2026-06-02,2026-06,202606021003,10,03R,0.76711757,1,1,1-5-4,1170
P75-center,2026-06-03,2026-06,202606032007,20,07R,0.77568843,1,4,1-3-2,460
P75-center,2026-06-03,2026-06,202606032105,21,05R,0.77774917,0,0,4-1-6,3580
P75-center,2026-06-03,2026-06,202606030512,05,12R,0.77888382,1,3,1-3-2,810
P75-center,2026-06-03,2026-06,202606032101,21,01R,0.78140116,1,1,1-2-5,720
P75-center,2026-06-03,2026-06,202606032111,21,11R,0.76850655,1,17,1-5-2,5080
P75-center,2026-06-04,2026-06,202606042104,21,04R,0.77787224,1,11,1-4-6,1910
P75-center,2026-06-04,2026-06,202606040901,09,01R,0.78235376,1,6,1-5-2,3080
P75-center,2026-06-04,2026-06,202606041306,13,06R,0.76542848,1,10,1-5-4,5990
P75-center,2026-06-04,2026-06,202606041912,19,12R,0.79222822,1,14,1-6-5,16310
P75-center,2026-06-04,2026-06,202606040706,07,06R,0.75435381,0,0,4-1-3,23780
P75-center,2026-06-05,2026-06,202606051305,13,05R,0.77351352,1,4,1-4-3,810
P75-center,2026-06-05,2026-06,202606052105,21,05R,0.77268913,0,0,4-1-5,32540
P75-center,2026-06-05,2026-06,202606052012,20,12R,0.77109342,1,4,1-2-3,900
P75-center,2026-06-05,2026-06,202606052009,20,09R,0.77105046,1,4,1-2-5,1600
P75-center,2026-06-05,2026-06,202606052104,21,04R,0.76947642,0,0,3-1-4,2300
P75-center,2026-06-06,2026-06,202606061703,17,03R,0.77168016,1,3,1-2-6,750
P75-center,2026-06-06,2026-06,202606060801,08,01R,0.77897678,1,7,1-6-4,2220
P75-center,2026-06-06,2026-06,202606062110,21,10R,0.7702596,1,2,1-4-3,720
P75-center,2026-06-06,2026-06,202606060607,06,07R,0.78059391,0,0,4-6-1,4750
P75-center,2026-06-06,2026-06,202606060705,07,05R,0.78074617,1,12,1-6-2,6490
P75-center,2026-06-07,2026-06,202606071702,17,02R,0.77279637,0,0,5-4-1,43280
P75-center,2026-06-07,2026-06,202606071012,10,12R,0.78037747,1,6,1-3-4,1110
P75-center,2026-06-07,2026-06,202606070808,08,08R,0.78473715,1,1,1-2-5,550
P75-center,2026-06-07,2026-06,202606071802,18,02R,0.76262393,1,15,1-5-2,7280
P75-center,2026-06-07,2026-06,202606071805,18,05R,0.76242815,0,0,2-5-3,265740
P75-center,2026-06-08,2026-06,202606080901,09,01R,0.77507284,0,0,2-1-3,5980
P75-center,2026-06-08,2026-06,202606080812,08,12R,0.7768071,0,0,3-4-5,15080
P75-center,2026-06-08,2026-06,202606081707,17,07R,0.7713563,1,9,1-5-2,1800
P75-center,2026-06-08,2026-06,202606082406,24,06R,0.77908137,1,8,1-2-4,2760
P75-center,2026-06-08,2026-06,202606081310,13,10R,0.76620399,1,6,1-3-2,1420
P75-center,2026-06-09,2026-06,202606091310,13,10R,0.77488414,1,10,1-4-2,1570
P75-center,2026-06-09,2026-06,202606090912,09,12R,0.77437855,1,3,1-2-3,470
P75-center,2026-06-09,2026-06,202606090509,05,09R,0.77300851,1,17,1-4-5,3760
P75-center,2026-06-09,2026-06,202606091511,15,11R,0.77236658,1,9,1-2-3,990
P75-center,2026-06-09,2026-06,202606091110,11,10R,0.777852,1,13,1-3-6,1800
P75-center,2026-06-10,2026-06,202606100510,05,10R,0.77321433,1,3,1-4-3,1090
P75-center,2026-06-10,2026-06,202606101808,18,08R,0.77306912,1,1,1-4-6,940
P75-center,2026-06-10,2026-06,202606101312,13,12R,0.7697761,1,7,1-4-2,2390
P75-center,2026-06-10,2026-06,202606101310,13,10R,0.78178014,1,6,1-2-4,1950
P75-center,2026-06-10,2026-06,202606100604,06,04R,0.78307409,1,9,1-4-5,2110
P75-center,2026-06-11,2026-06,202606111512,15,12R,0.77730609,1,6,1-3-2,1870
P75-center,2026-06-11,2026-06,202606111506,15,06R,0.77924092,0,0,3-1-5,20730
P75-center,2026-06-11,2026-06,202606112312,23,12R,0.78425961,1,5,1-3-2,720
P75-center,2026-06-11,2026-06,202606110910,09,10R,0.78933858,1,1,1-2-4,330
P75-center,2026-06-11,2026-06,202606111412,14,12R,0.78962732,0,0,2-1-4,10300
P75-center,2026-06-12,2026-06,202606121308,13,08R,0.77409166,0,0,5-1-6,38460
P75-center,2026-06-12,2026-06,202606120310,03,10R,0.77727629,1,5,1-3-2,1500
P75-center,2026-06-12,2026-06,202606121312,13,12R,0.78042562,1,8,1-3-2,1040
P75-center,2026-06-12,2026-06,202606121104,11,04R,0.78301853,1,1,1-2-4,1170
P75-center,2026-06-12,2026-06,202606121910,19,10R,0.76671875,1,2,1-2-3,670
P75-center,2026-06-13,2026-06,202606130310,03,10R,0.7757442,1,2,1-5-2,1090
P75-center,2026-06-13,2026-06,202606130707,07,07R,0.77581445,1,3,1-4-6,2780
P75-center,2026-06-13,2026-06,202606131111,11,11R,0.78007603,1,17,1-2-6,1980
P75-center,2026-06-13,2026-06,202606132308,23,08R,0.78187358,1,5,1-2-6,590
P75-center,2026-06-13,2026-06,202606131101,11,01R,0.76811324,1,7,1-5-4,3550
P75-center,2026-06-14,2026-06,202606141611,16,11R,0.77109748,1,16,1-6-2,6350
P75-center,2026-06-14,2026-06,202606142008,20,08R,0.77092584,1,3,1-3-5,1220
P75-center,2026-06-14,2026-06,202606141912,19,12R,0.76898174,1,8,1-2-4,1390
P75-center,2026-06-14,2026-06,202606140809,08,09R,0.76635023,1,6,1-3-4,1340
P75-center,2026-06-14,2026-06,202606142212,22,12R,0.76612159,1,6,1-2-4,630
P75-center,2026-06-15,2026-06,202606151601,16,01R,0.77485185,0,0,4-1-5,1940
P75-center,2026-06-15,2026-06,202606152105,21,05R,0.77291654,1,9,1-6-3,2490
P75-center,2026-06-15,2026-06,202606150303,03,03R,0.7722969,0,0,6-1-2,1070
P75-center,2026-06-15,2026-06,202606152004,20,04R,0.77786035,1,15,1-6-3,1740
P75-center,2026-06-15,2026-06,202606151207,12,07R,0.77810014,0,0,2-3-5,19380
P75-center,2026-06-16,2026-06,202606161905,19,05R,0.7764561,1,1,1-2-6,1290
P75-center,2026-06-16,2026-06,202606161205,12,05R,0.77006517,1,9,1-6-4,1020
P75-center,2026-06-16,2026-06,202606162202,22,02R,0.78034842,1,5,1-3-2,850
P75-center,2026-06-16,2026-06,202606162208,22,08R,0.76848317,1,2,1-4-3,1690
P75-center,2026-06-16,2026-06,202606160106,01,06R,0.7656783,1,2,1-3-4,910
P75-center,2026-06-18,2026-06,202606182412,24,12R,0.77816936,0,0,3-1-5,3220
P75-center,2026-06-18,2026-06,202606181308,13,08R,0.77038394,0,0,6-3-2,62140
P75-center,2026-06-18,2026-06,202606182008,20,08R,0.78089293,1,1,1-3-2,350
P75-center,2026-06-18,2026-06,202606182005,20,05R,0.78116158,1,1,1-2-4,350
P75-center,2026-06-18,2026-06,202606180402,04,02R,0.76678006,1,10,1-6-2,2630
P75-center,2026-06-19,2026-06,202606191705,17,05R,0.7763764,0,0,4-1-3,6460
P75-center,2026-06-19,2026-06,202606190711,07,11R,0.77361333,1,2,1-2-3,480
P75-center,2026-06-19,2026-06,202606191712,17,12R,0.77249677,1,3,1-4-5,2000
P75-center,2026-06-19,2026-06,202606190212,02,12R,0.78274787,1,4,1-4-3,760
P75-center,2026-06-19,2026-06,202606192408,24,08R,0.78377928,1,5,1-4-2,2400
P75-center,2026-06-20,2026-06,202606201810,18,10R,0.77339985,1,5,1-2-3,790
P75-center,2026-06-20,2026-06,202606202406,24,06R,0.77041349,1,1,1-4-5,1380
P75-center,2026-06-20,2026-06,202606200402,04,02R,0.78060714,1,2,1-2-3,520
P75-center,2026-06-20,2026-06,202606201801,18,01R,0.7677529,1,6,1-2-3,710
P75-center,2026-06-20,2026-06,202606200511,05,11R,0.78228781,1,9,1-4-5,2410
P75-center,2026-06-21,2026-06,202606211311,13,11R,0.77612589,1,8,1-2-5,1750
P75-center,2026-06-21,2026-06,202606210912,09,12R,0.77946963,0,0,3-1-5,4520
P75-center,2026-06-21,2026-06,202606210509,05,09R,0.78225711,1,7,1-3-4,700
P75-center,2026-06-21,2026-06,202606211905,19,05R,0.78262264,1,2,1-4-2,1440
P75-center,2026-06-21,2026-06,202606211312,13,12R,0.76314778,1,10,1-2-5,1840
P75-center,2026-06-22,2026-06,202606221611,16,11R,0.77184594,1,4,1-2-3,490
P75-center,2026-06-22,2026-06,202606221910,19,10R,0.77907539,1,1,1-2-4,500
P75-center,2026-06-22,2026-06,202606221508,15,08R,0.76812359,1,7,1-4-5,1190
P75-center,2026-06-22,2026-06,202606222406,24,06R,0.76722777,1,7,1-4-5,1590
P75-center,2026-06-22,2026-06,202606221911,19,11R,0.76034287,1,9,1-4-3,4130
P75-center,2026-06-23,2026-06,202606230707,07,07R,0.76998406,1,3,1-5-3,1190
P75-center,2026-06-23,2026-06,202606232312,23,12R,0.78272514,1,6,1-2-3,1050
P75-center,2026-06-23,2026-06,202606231511,15,11R,0.78530618,1,10,1-3-2,3660
P75-center,2026-06-23,2026-06,202606232305,23,05R,0.76039987,1,5,1-2-3,1040
P75-center,2026-06-23,2026-06,202606231112,11,12R,0.79245205,0,0,4-2-1,29710
P75-center,2026-06-24,2026-06,202606241909,19,09R,0.77739474,1,2,1-4-6,1540
P75-center,2026-06-24,2026-06,202606241108,11,08R,0.77774451,1,5,1-2-6,2260
P75-center,2026-06-24,2026-06,202606241507,15,07R,0.7678894,1,1,1-6-5,1210
P75-center,2026-06-24,2026-06,202606241412,14,12R,0.78487539,1,10,1-4-6,2410
P75-center,2026-06-24,2026-06,202606240810,08,10R,0.78762779,1,3,1-2-5,1070
P75-center,2026-06-25,2026-06,202606250609,06,09R,0.77289432,1,9,1-5-2,2290
P75-center,2026-06-25,2026-06,202606251512,15,12R,0.76785023,1,2,1-4-5,1850
P75-center,2026-06-25,2026-06,202606250807,08,07R,0.78215853,0,0,6-1-5,30280
P75-center,2026-06-25,2026-06,202606250106,01,06R,0.76741022,0,0,5-1-3,7270
P75-center,2026-06-25,2026-06,202606250610,06,10R,0.78304284,1,5,1-2-6,2390
P75-center,2026-06-26,2026-06,202606262105,21,05R,0.77588351,1,1,1-3-6,340
P75-center,2026-06-26,2026-06,202606262311,23,11R,0.77406668,1,5,1-4-3,1630
P75-center,2026-06-26,2026-06,202606260708,07,08R,0.77272627,1,2,1-3-2,400
P75-center,2026-06-26,2026-06,202606262312,23,12R,0.77043994,1,17,1-5-6,7990
P75-center,2026-06-26,2026-06,202606262412,24,12R,0.76697226,1,1,1-3-5,1090
P75-center,2026-06-27,2026-06,202606270207,02,07R,0.77246968,1,2,1-3-5,850
P75-center,2026-06-27,2026-06,202606270910,09,10R,0.78054681,1,8,1-5-3,3070
P75-center,2026-06-27,2026-06,202606272110,21,10R,0.78417614,1,2,1-4-3,970
P75-center,2026-06-27,2026-06,202606271707,17,07R,0.76444413,1,4,1-2-4,1070
P75-center,2026-06-27,2026-06,202606270709,07,09R,0.76330878,1,7,1-4-6,1920
P75-center,2026-06-28,2026-06,202606282401,24,01R,0.77186882,1,6,1-3-2,990
P75-center,2026-06-28,2026-06,202606281709,17,09R,0.77881139,1,10,1-3-4,1790
P75-center,2026-06-28,2026-06,202606281304,13,04R,0.77116182,1,1,1-2-6,1620
P75-center,2026-06-28,2026-06,202606281405,14,05R,0.77068634,1,5,1-3-6,1240
P75-center,2026-06-28,2026-06,202606281807,18,07R,0.77941431,1,14,1-4-3,5260
P75-center,2026-06-29,2026-06,202606290812,08,12R,0.77510898,1,3,1-2-4,750
P75-center,2026-06-29,2026-06,202606291701,17,01R,0.77256931,1,6,1-3-2,1820
P75-center,2026-06-29,2026-06,202606290905,09,05R,0.77886554,1,4,1-2-3,680
P75-center,2026-06-29,2026-06,202606292105,21,05R,0.78119946,1,8,1-4-6,2670
P75-center,2026-06-29,2026-06,202606291805,18,05R,0.78545244,1,18,1-3-4,1500
P75-center,2026-06-30,2026-06,202606301308,13,08R,0.77525322,1,6,1-3-4,920
P75-center,2026-06-30,2026-06,202606301111,11,11R,0.776085,0,0,3-2-4,19520
P75-center,2026-06-30,2026-06,202606300105,01,05R,0.77334557,1,10,1-3-4,1380
P75-center,2026-06-30,2026-06,202606302005,20,05R,0.77740717,1,2,1-4-2,550
P75-center,2026-06-30,2026-06,202606301712,17,12R,0.77038035,1,4,1-2-6,2610
P75-center,2026-07-01,2026-07,202607012302,23,02R,0.76690477,1,6,1-3-5,3070
P75-center,2026-07-01,2026-07,202607011706,17,06R,0.78488491,1,19,1-2-3,880
P75-center,2026-07-01,2026-07,202607010801,08,01R,0.78688386,1,7,1-3-4,560
P75-center,2026-07-01,2026-07,202607012008,20,08R,0.76168588,1,3,1-3-5,930
P75-center,2026-07-01,2026-07,202607011002,10,02R,0.78943503,0,0,2-1-6,16530
P75-center,2026-07-02,2026-07,202607020402,04,02R,0.77506457,1,15,1-2-3,650
P75-center,2026-07-02,2026-07,202607021905,19,05R,0.77341066,1,2,1-4-2,1040
P75-center,2026-07-02,2026-07,202607022105,21,05R,0.78036887,0,0,2-4-6,31950
P75-center,2026-07-02,2026-07,202607022104,21,04R,0.7679943,1,14,1-2-4,2200
P75-center,2026-07-02,2026-07,202607021912,19,12R,0.78237584,1,3,1-5-3,2110
P75-center,2026-07-03,2026-07,202607031104,11,04R,0.77516099,1,3,1-3-5,1080
P75-center,2026-07-03,2026-07,202607031905,19,05R,0.77558087,1,4,1-6-2,2040
P75-center,2026-07-03,2026-07,202607032007,20,07R,0.77386164,1,3,1-2-5,510
P75-center,2026-07-03,2026-07,202607030811,08,11R,0.77261791,1,5,1-4-2,1970
P75-center,2026-07-03,2026-07,202607031311,13,11R,0.77947822,1,5,1-2-5,1240
P75-center,2026-07-04,2026-07,202607042211,22,11R,0.77846433,1,2,1-5-2,710
P75-center,2026-07-04,2026-07,202607042301,23,01R,0.77907336,1,7,1-2-3,730
P75-center,2026-07-04,2026-07,202607040611,06,11R,0.78226752,1,2,1-3-2,900
P75-center,2026-07-04,2026-07,202607041909,19,09R,0.78415037,1,4,1-6-3,2660
P75-center,2026-07-04,2026-07,202607041612,16,12R,0.78430953,1,18,1-5-6,5050
P75-center,2026-07-05,2026-07,202607052111,21,11R,0.77570208,0,0,3-1-4,5800
P75-center,2026-07-05,2026-07,202607051801,18,01R,0.77696808,1,4,1-4-5,1040
P75-center,2026-07-05,2026-07,202607051603,16,03R,0.77836885,1,1,1-4-5,1130
P75-center,2026-07-05,2026-07,202607051605,16,05R,0.76932081,1,8,1-3-4,990
P75-center,2026-07-05,2026-07,202607051602,16,02R,0.76654993,1,9,1-2-6,2370
P75-center,2026-07-06,2026-07,202607060106,01,06R,0.78120487,1,3,1-5-6,1430
P75-center,2026-07-06,2026-07,202607062109,21,09R,0.76878215,1,9,1-2-4,1010
P75-center,2026-07-06,2026-07,202607062206,22,06R,0.76348178,1,1,1-2-6,980
P75-center,2026-07-06,2026-07,202607060712,07,12R,0.78743601,1,2,1-4-2,2360
P75-center,2026-07-06,2026-07,202607062410,24,10R,0.76208022,1,5,1-4-3,660
P75-center,2026-07-07,2026-07,202607071201,12,01R,0.77406922,1,7,1-3-4,1910
P75-center,2026-07-07,2026-07,202607071306,13,06R,0.78245331,1,17,1-5-6,26750
P75-center,2026-07-07,2026-07,202607070406,04,06R,0.76592356,1,1,1-5-4,1340
P75-center,2026-07-07,2026-07,202607070107,01,07R,0.7593796,1,1,1-3-5,560
P75-center,2026-07-07,2026-07,202607072410,24,10R,0.75881991,1,9,1-3-4,830
P75-center,2026-07-08,2026-07,202607080107,01,07R,0.78134183,0,0,3-1-4,3810
P75-center,2026-07-08,2026-07,202607080506,05,06R,0.76763865,0,0,4-6-1,7370
P75-center,2026-07-08,2026-07,202607081012,10,12R,0.76533546,1,1,1-3-4,510
P75-center,2026-07-08,2026-07,202607081811,18,11R,0.78491382,1,5,1-3-4,1170
P75-center,2026-07-08,2026-07,202607081309,13,09R,0.76421335,1,2,1-2-3,600
P75-center,2026-07-09,2026-07,202607092412,24,12R,0.77477901,1,14,1-3-4,1820
P75-center,2026-07-09,2026-07,202607092405,24,05R,0.77382039,1,9,1-5-6,4410
P75-center,2026-07-09,2026-07,202607092011,20,11R,0.77886366,1,6,1-4-5,1120
P75-center,2026-07-09,2026-07,202607091807,18,07R,0.77933515,1,13,1-4-2,970
P75-center,2026-07-09,2026-07,202607090102,01,02R,0.78028184,1,8,1-3-2,1720
P75-center,2026-07-10,2026-07,202607100806,08,06R,0.77711903,1,2,1-3-4,640
P75-center,2026-07-10,2026-07,202607101905,19,05R,0.77188772,1,2,1-4-6,690
P75-center,2026-07-10,2026-07,202607101511,15,11R,0.7784267,1,8,1-2-6,2320
P75-center,2026-07-10,2026-07,202607101911,19,11R,0.78340843,1,2,1-4-2,790
P75-center,2026-07-10,2026-07,202607102011,20,11R,0.78456752,1,17,1-4-2,1410
P75-center,2026-07-11,2026-07,202607112301,23,01R,0.77455975,1,3,1-3-2,550
P75-center,2026-07-11,2026-07,202607111512,15,12R,0.7774727,1,3,1-2-5,990
P75-center,2026-07-11,2026-07,202607110801,08,01R,0.77795249,1,2,1-4-2,740
P75-center,2026-07-11,2026-07,202607110912,09,12R,0.7704607,0,0,3-1-5,3750
P75-center,2026-07-11,2026-07,202607112212,22,12R,0.76996673,1,12,1-3-2,1300
P75-center,2026-07-12,2026-07,202607120611,06,11R,0.7788725,1,1,1-3-6,1190
P75-center,2026-07-12,2026-07,202607121912,19,12R,0.76873133,1,7,1-4-5,2150
P75-center,2026-07-12,2026-07,202607121107,11,07R,0.78223733,0,0,2-1-5,10350
P75-center,2026-07-12,2026-07,202607121603,16,03R,0.76680679,1,10,1-2-4,1390
