actual_combo,attack4,date,gap423,gap43,guard1,head_hit,history_adjust,history_pct,hit_20,hit_4,hit_6,hit_8,innerweak,invest_20,invest_4,invest_6,invest_8,kimarite,method_hit,old_comp,old_score,payout,period,race_code,resist2,return_20,return_4,return_6,return_8,score_ABS,score_BREAK,score_HYBRID,score_OPPORTUNITY,score_REL23,score_REL3,st_gap_43,stbreak,straight_gap_43,stretchbreak,tickets_20,tickets_4,tickets_6,tickets_8,tilt,v54_formula,v54_score,v54_selected,v54_threshold,wall3,wallweak,winner
3-4-1,0.928,2026-06-01,0.7874,0.758,0.27066666666666667,0,0.047,0.5116,0,0,0,0,0.6596,2000,400,600,800,抜き,0,0.8912500000000001,87.98200000000001,8680,fit,202606012402,0.244,0,0,0,0,91.65700000000001,80.109,81.86200000000001,81.5342,84.627,84.00700000000002,0.6,0.86,0.20000000000000007,0.6000000000000001,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-2-1;4-6-5;4-5-3;4-1-2;4-1-5;4-2-5;4-1-6;4-3-1;4-2-6;4-3-2;4-3-5;4-6-3;4-1-3;4-3-6;4-2-3,4-5-1;4-5-2;4-6-1;4-5-6,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-2-1,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-2-1;4-6-5;4-5-3,-0.5,BREAK,80.109,1,54.39633333333334,0.41200000000000003,0.6468,3
1-4-3,0.49400000000000005,2026-06-01,0.6268,0.659,0.6966666666666668,0,0.047,0.5116,0,0,0,0,0.6907,2000,400,600,800,逃げ,0,0.48525000000000007,48.532000000000004,580,fit,202606012406,0.36,0,0,0,0,49.407000000000004,64.05499999999999,60.737,57.7184,56.047,56.832000000000015,0.6,0.74,0.4,0.7,4-5-1;4-6-1;4-2-1;4-5-2;4-1-2;4-1-6;4-6-2;4-3-1;4-5-6;4-1-5;4-1-3;4-2-6;4-6-5;4-5-3;4-6-3;4-2-5;4-3-2;4-3-6;4-2-3;4-3-5,4-5-1;4-6-1;4-2-1;4-5-2,4-5-1;4-6-1;4-2-1;4-5-2;4-1-2;4-1-6,4-5-1;4-6-1;4-2-1;4-5-2;4-1-2;4-1-6;4-6-2;4-3-1,0,BREAK,64.05499999999999,1,54.39633333333334,0.17600000000000002,0.7596,1
3-2-5,0.654,2026-06-02,0.6003,0.5309999999999999,0.3586666666666667,0,-1.825,0.0438,0,0,0,0,0.5617999999999999,2000,400,600,800,まくり差し,0,0.646,62.73500000000001,13150,fit,202606020103,0.196,0,0,0,0,63.535000000000004,61.09300000000001,61.70249999999999,59.89559999999999,60.849999999999994,58.0,-0.19999999999999996,0.52,0.6000000000000001,0.8,4-5-1;4-5-2;4-5-6;4-6-1;4-6-2;4-6-5;4-5-3;4-2-5;4-2-1;4-2-6;4-6-3;4-1-5;4-1-6;4-3-5;4-1-2;4-3-1;4-3-6;4-3-2;4-2-3;4-1-3,4-5-1;4-5-2;4-5-6;4-6-1,4-5-1;4-5-2;4-5-6;4-6-1;4-6-2;4-6-5,4-5-1;4-5-2;4-5-6;4-6-1;4-6-2;4-6-5;4-5-3;4-2-5,0,BREAK,61.09300000000001,1,54.39633333333334,0.5920000000000001,0.5466,3
3-5-4,0.514,2026-06-02,0.49385,0.49,0.41733333333333333,0,-1.015,0.2462,0,0,0,0,0.4901,2000,400,600,800,まくり,0,0.518,50.745000000000005,33460,fit,202606020110,0.5119999999999999,0,0,0,0,50.345,31.854000000000006,37.251250000000006,49.21469999999999,49.3375,49.265,-0.4,0.2700000000000001,-1.0,0.0,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-6-5;4-2-1;4-2-6;4-5-3;4-1-6;4-1-2;4-6-3;4-2-5;4-1-5;4-3-1;4-3-6;4-3-2;4-3-5;4-2-3;4-1-3,4-5-1;4-5-2;4-6-1;4-5-6,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-6-5,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-6-5;4-2-1;4-2-6,0,BREAK,31.854000000000006,0,54.39633333333334,0.534,0.4737,3
1-2-3,0.752,2026-06-02,0.6726,0.6599999999999999,0.2753333333333333,0,0.523,0.6306,0,0,0,0,0.6131,2000,400,600,800,逃げ,0,0.75,75.48299999999999,770,fit,202606020112,0.36,0,0,0,0,75.68299999999999,74.431,74.27799999999999,70.24519999999998,71.71299999999998,71.54299999999999,0.4,0.67,0.8,0.9,4-5-1;4-5-2;4-6-1;4-5-6;4-2-1;4-6-2;4-5-3;4-3-1;4-1-2;4-1-5;4-6-5;4-1-6;4-3-2;4-2-5;4-1-3;4-2-6;4-6-3;4-3-5;4-2-3;4-3-6,4-5-1;4-5-2;4-6-1;4-5-6,4-5-1;4-5-2;4-6-1;4-5-6;4-2-1;4-6-2,4-5-1;4-5-2;4-6-1;4-5-6;4-2-1;4-6-2;4-5-3;4-3-1,0,BREAK,74.431,1,54.39633333333334,0.43200000000000005,0.5932,1
3-4-1,0.506,2026-06-02,0.542,0.5349999999999999,0.6933333333333334,0,1.502,0.8755,0,0,0,0,0.5374,2000,400,600,800,まくり,0,0.51535,51.847,3760,fit,202606020504,0.396,0,0,0,0,50.912000000000006,54.76000000000001,53.50200000000001,52.6828,52.71200000000001,52.217000000000006,0.4,0.67,-0.20000000000000007,0.39999999999999997,4-5-1;4-5-2;4-2-1;4-6-1;4-1-2;4-6-2;4-5-6;4-3-1;4-5-3;4-1-5;4-2-5;4-3-2;4-1-6;4-2-6;4-6-5;4-1-3;4-2-3;4-3-5;4-6-3;4-3-6,4-5-1;4-5-2;4-2-1;4-6-1,4-5-1;4-5-2;4-2-1;4-6-1;4-1-2;4-6-2,4-5-1;4-5-2;4-2-1;4-6-1;4-1-2;4-6-2;4-5-6;4-3-1,-0.5,BREAK,54.76000000000001,1,54.39633333333334,0.43600000000000005,0.578,3
1-6-3,0.5553333333333333,2026-06-02,0.5028666666666666,0.47766666666666663,0.624,0,-1.332,0.1669,0,0,0,0,0.4395999999999999,2000,400,600,800,逃げ,0,0.56725,54.203,7610,fit,202606020906,0.456,0,0,0,0,53.01133333333333,39.324666666666666,43.163,48.891200000000005,50.38799999999999,49.51633333333334,-0.6000000000000001,0.32,-0.4,0.3,4-5-1;4-6-1;4-5-2;4-6-2;4-2-1;4-5-6;4-1-2;4-1-6;4-3-1;4-6-5;4-2-6;4-1-5;4-5-3;4-6-3;4-2-5;4-1-3;4-3-2;4-3-6;4-2-3;4-3-5,4-5-1;4-6-1;4-5-2;4-6-2,4-5-1;4-6-1;4-5-2;4-6-2;4-2-1;4-5-6,4-5-1;4-6-1;4-5-2;4-6-2;4-2-1;4-5-6;4-1-2;4-1-6,-0.5,BREAK,39.324666666666666,0,54.39633333333334,0.6000000000000001,0.4503999999999999,1
4-5-1,0.9566666666666667,2026-06-02,0.8015833333333333,0.7613333333333333,0.4246666666666667,1,1.415,0.8536,1,1,1,1,0.6364,2000,400,600,800,差し,0,0.92925,94.3,2450,fit,202606020909,0.20399999999999996,2450,2450,2450,2450,97.04166666666667,82.51333333333334,85.38125000000001,85.34330000000001,89.2875,88.25166666666667,0.4,0.76,0.4,0.7,4-5-1;4-6-1;4-5-2;4-5-6;4-6-2;4-6-5;4-2-1;4-1-6;4-1-5;4-1-2;4-2-6;4-5-3;4-2-5;4-3-1;4-6-3;4-3-6;4-1-3;4-3-5;4-3-2;4-2-3,4-5-1;4-6-1;4-5-2;4-5-6,4-5-1;4-6-1;4-5-2;4-5-6;4-6-2;4-6-5,4-5-1;4-6-1;4-5-2;4-5-6;4-6-2;4-6-5;4-2-1;4-1-6,0,BREAK,82.51333333333334,1,54.39633333333334,0.434,0.6465000000000001,4
4-5-6,0.49733333333333335,2026-06-02,0.43991666666666673,0.4696666666666667,0.4946666666666667,1,0.293,0.5732,1,0,1,1,0.40049999999999986,2000,400,600,800,まくり,1,0.50725,49.827999999999996,31510,fit,202606020910,0.728,31510,0,31510,31510,48.836333333333336,46.38666666666667,47.09425,44.9835,45.965500000000006,47.59133333333333,-0.4,0.33,0.4,0.7,4-5-1;4-6-1;4-5-2;4-2-1;4-6-2;4-5-6;4-1-2;4-1-6;4-3-1;4-1-5;4-2-6;4-6-5;4-5-3;4-1-3;4-6-3;4-2-5;4-3-2;4-3-6;4-2-3;4-3-5,4-5-1;4-6-1;4-5-2;4-2-1,4-5-1;4-6-1;4-5-2;4-2-1;4-6-2;4-5-6,4-5-1;4-6-1;4-5-2;4-2-1;4-6-2;4-5-6;4-1-2;4-1-6,-0.5,BREAK,46.38666666666667,0,54.39633333333334,0.558,0.38250000000000006,4
6-1-4,0.45933333333333337,2026-06-02,0.4914666666666666,0.4116666666666666,0.7773333333333333,0,0.687,0.6717,0,0,0,0,0.4795999999999999,2000,400,600,800,まくり,0,0.45925000000000005,45.422000000000004,91070,fit,202606020912,0.18,0,0,0,0,45.43033333333334,48.58766666666667,48.157000000000004,46.8402,47.037,43.28533333333334,-0.4,0.45,0.20000000000000007,0.6000000000000001,4-5-1;4-6-1;4-5-2;4-2-1;4-1-2;4-6-2;4-1-5;4-5-6;4-3-1;4-1-6;4-5-3;4-2-5;4-6-5;4-1-3;4-2-6;4-3-2;4-2-3;4-6-3;4-3-5;4-3-6,4-5-1;4-6-1;4-5-2;4-2-1,4-5-1;4-6-1;4-5-2;4-2-1;4-1-2;4-6-2,4-5-1;4-6-1;4-5-2;4-2-1;4-1-2;4-6-2;4-1-5;4-5-6,-0.5,BREAK,48.58766666666667,0,54.39633333333334,0.6360000000000001,0.5235999999999998,6
4-5-2,0.59,2026-06-02,0.6456,0.6890000000000001,0.334,1,0.047,0.5116,1,1,1,1,0.6953,2000,400,600,800,まくり,1,0.58545,58.552,2740,fit,202606021007,0.45999999999999996,2740,2740,2740,2740,59.007,66.71899999999998,65.54699999999998,62.9916,61.786999999999985,63.462,0.20000000000000007,0.54,1.0,1.0,4-5-2;4-5-1;4-6-2;4-6-1;4-2-1;4-5-6;4-1-2;4-2-6;4-2-5;4-6-5;4-5-3;4-1-6;4-1-5;4-3-2;4-3-1;4-2-3;4-6-3;4-3-6;4-3-5;4-1-3,4-5-2;4-5-1;4-6-2;4-6-1,4-5-2;4-5-1;4-6-2;4-6-1;4-2-1;4-5-6,4-5-2;4-5-1;4-6-2;4-6-1;4-2-1;4-5-6;4-1-2;4-2-6,0,BREAK,66.71899999999998,1,54.39633333333334,0.212,0.7012,4
1-4-3,0.086,2026-06-02,0.26675,0.286,0.562,0,0.047,0.5116,0,0,0,0,0.4458,2000,400,600,800,逃げ,0,0.09945,12.992,2440,fit,202606021012,0.624,0,0,0,0,11.647,19.750000000000004,19.75575,24.9851,20.6845,20.647,-1.0,0.030000000000000027,-0.19999999999999996,0.4,4-5-1;4-5-2;4-6-1;4-5-6;4-2-1;4-6-2;4-1-2;4-6-5;4-1-5;4-5-3;4-1-6;4-2-5;4-3-1;4-2-6;4-3-2;4-6-3;4-1-3;4-3-5;4-2-3;4-3-6,4-5-1;4-5-2;4-6-1;4-5-6,4-5-1;4-5-2;4-6-1;4-5-6;4-2-1;4-6-2,4-5-1;4-5-2;4-6-1;4-5-6;4-2-1;4-6-2;4-1-2;4-6-5,0.5,BREAK,19.750000000000004,0,54.39633333333334,0.514,0.4475,1
3-1-2,0.661,2026-06-02,0.503225,0.46,0.623,0,-0.856,0.2859,0,0,0,0,0.3508,2000,400,600,800,まくり差し,0,0.63915,61.869,5200,fit,202606021203,0.494,0,0,0,0,64.05400000000002,58.60650000000001,58.27462499999999,52.49635000000001,56.16525000000001,55.009000000000015,0.19999999999999996,0.6900000000000001,0.0,0.5,4-5-2;4-5-1;4-6-2;4-2-1;4-6-1;4-5-6;4-1-2;4-5-3;4-2-6;4-3-2;4-2-5;4-6-5;4-2-3;4-3-1;4-6-3;4-1-6;4-1-5;4-3-6;4-3-5;4-1-3,4-5-2;4-5-1;4-6-2;4-2-1,4-5-2;4-5-1;4-6-2;4-2-1;4-6-1;4-5-6,4-5-2;4-5-1;4-6-2;4-2-1;4-6-1;4-5-6;4-1-2;4-5-3,-0.5,BREAK,58.60650000000001,1,54.39633333333334,0.741,0.34545000000000003,3
1-4-5,0.644,2026-06-02,0.647875,0.6715,0.30000000000000004,0,-1.19,0.2025,0,0,0,0,0.65865,2000,400,600,800,逃げ,0,0.6261500000000001,61.38500000000001,3790,fit,202606021207,0.436,0,0,0,0,63.17000000000001,67.59949999999999,65.62687499999998,63.608550000000015,63.36375,64.4075,0.8,0.87,0.0,0.5,4-5-1;4-5-2;4-5-3;4-5-6;4-1-5;4-6-1;4-2-1;4-2-5;4-6-5;4-1-2;4-6-2;4-3-1;4-3-5;4-3-2;4-1-3;4-1-6;4-2-3;4-2-6;4-6-3;4-3-6,4-5-1;4-5-2;4-5-3;4-5-6,4-5-1;4-5-2;4-5-3;4-5-6;4-1-5;4-6-1,4-5-1;4-5-2;4-5-3;4-5-6;4-1-5;4-6-1;4-2-1;4-2-5,0,BREAK,67.59949999999999,1,54.39633333333334,0.301,0.65175,1
2-1-3,0.752,2026-06-02,0.667575,0.7045,0.345,0,1.847,0.9617,0,0,0,0,0.5933999999999999,2000,400,600,800,差し,0,0.73615,75.42199999999998,3340,fit,202606021209,0.554,0,0,0,0,77.00699999999999,66.37449999999998,68.67637499999998,70.98504999999999,72.78575,74.8695,0.20000000000000007,0.63,0.0,0.5,4-5-1;4-5-2;4-2-1;4-1-2;4-6-1;4-6-2;4-5-6;4-1-5;4-2-5;4-3-1;4-5-3;4-1-6;4-2-6;4-6-5;4-3-2;4-1-3;4-2-3;4-3-5;4-6-3;4-3-6,4-5-1;4-5-2;4-2-1;4-1-2,4-5-1;4-5-2;4-2-1;4-1-2;4-6-1;4-6-2,4-5-1;4-5-2;4-2-1;4-1-2;4-6-1;4-6-2;4-5-6;4-1-5,0,BREAK,66.37449999999998,1,54.39633333333334,0.34299999999999997,0.5831500000000001,2
1-3-4,0.5640000000000001,2026-06-02,0.597225,0.6415000000000001,0.377,0,-1.513,0.1218,0,0,0,0,0.6287,2000,400,600,800,逃げ,0,0.5640499999999999,54.852,1350,fit,202606021306,0.534,0,0,0,0,54.84700000000001,64.0235,60.837625,57.26715000000001,56.508250000000004,58.334500000000006,0.8,0.8700000000000001,0.0,0.5,4-5-1;4-6-1;4-5-2;4-2-1;4-1-2;4-6-2;4-5-6;4-1-6;4-3-1;4-1-5;4-2-6;4-2-5;4-5-3;4-6-5;4-1-3;4-3-2;4-2-3;4-6-3;4-3-6;4-3-5,4-5-1;4-6-1;4-5-2;4-2-1,4-5-1;4-6-1;4-5-2;4-2-1;4-1-2;4-6-2,4-5-1;4-6-1;4-5-2;4-2-1;4-1-2;4-6-2;4-5-6;4-1-6,0,BREAK,64.0235,1,54.39633333333334,0.28099999999999997,0.63045,1
1-3-4,0.4846666666666667,2026-06-02,0.5671333333333334,0.5503333333333333,0.32,0,1.19,0.7975,0,0,0,0,0.6544,2000,400,600,800,逃げ,0,0.48924999999999996,50.074999999999996,1450,fit,202606021908,0.288,0,0,0,0,49.61666666666667,49.42333333333334,51.31499999999999,55.8248,53.74,52.571666666666665,-0.6000000000000001,0.22999999999999998,0.6000000000000001,0.8,4-5-1;4-5-2;4-6-1;4-2-1;4-5-6;4-1-2;4-1-5;4-6-2;4-5-3;4-3-1;4-6-5;4-1-6;4-2-5;4-2-6;4-1-3;4-3-2;4-3-5;4-6-3;4-2-3;4-3-6,4-5-1;4-5-2;4-6-1;4-2-1,4-5-1;4-5-2;4-6-1;4-2-1;4-5-6;4-1-2,4-5-1;4-5-2;4-6-1;4-2-1;4-5-6;4-1-2;4-1-5;4-6-2,0,BREAK,49.42333333333334,0,54.39633333333334,0.384,0.6496,1
3-1-2,0.323,2026-06-02,0.4961,0.5255000000000001,0.77,0,-0.813,0.2969,0,0,0,0,0.6029,2000,400,600,800,抜き,0,0.33055,32.202,12680,fit,202606022009,0.44,0,0,0,0,31.447000000000006,38.593,39.2695,42.7978,40.102,40.55950000000001,-0.6,0.14,0.6,0.8,4-5-1;4-6-1;4-2-1;4-5-2;4-6-2;4-1-6;4-5-6;4-1-2;4-3-1;4-1-5;4-1-3;4-6-5;4-2-6;4-5-3;4-6-3;4-3-6;4-3-2;4-2-5;4-2-3;4-3-5,4-5-1;4-6-1;4-2-1;4-5-2,4-5-1;4-6-1;4-2-1;4-5-2;4-6-2;4-1-6,4-5-1;4-6-1;4-2-1;4-5-2;4-6-2;4-1-6;4-5-6;4-1-2,0,BREAK,38.593,0,54.39633333333334,0.27199999999999996,0.6692,3
2-1-4,0.30200000000000005,2026-06-02,0.35600000000000004,0.377,0.45,0,0.813,0.7031,0,0,0,0,0.43069999999999997,2000,400,600,800,差し,0,0.31955,31.578,1020,fit,202606022010,0.6679999999999999,0,0,0,0,29.823,31.119000000000003,32.30300000000001,34.2744,32.52300000000001,33.19800000000001,-1.0,0.06000000000000005,0.4,0.7,4-5-1;4-5-2;4-6-1;4-2-1;4-1-2;4-6-2;4-5-6;4-1-6;4-1-5;4-2-6;4-2-5;4-3-1;4-6-5;4-5-3;4-3-2;4-1-3;4-2-3;4-6-3;4-3-6;4-3-5,4-5-1;4-5-2;4-6-1;4-2-1,4-5-1;4-5-2;4-6-1;4-2-1;4-1-2;4-6-2,4-5-1;4-5-2;4-6-1;4-2-1;4-1-2;4-6-2;4-5-6;4-1-6,-0.5,BREAK,31.119000000000003,0,54.39633333333334,0.548,0.41000000000000003,2
